site_code,plot_id,transect,abund,genus_species
OCDA_BA1S,OCDA_BA1S_P1,1,1,Pomacentrus moluccensis
OCDA_BA1S,OCDA_BA1S_P3,3,3,Pomacentrus brachialis
OCDA_BA1S,OCDA_BA1S_P3,3,1,Amphiprion melanopus
OCDA_BA1S,OCDA_BA1S_P3,3,12,Neopomacentrus azysron
OCCH_BA2S,OCCH_BA2S_P2,2,4,Pomacentrus lepidogenys
OCCH_BA2S,OCCH_BA2S_P1,1,3,Pomacentrus lepidogenys
OCCH_BA2S,OCCH_BA2S_P1,1,18,Chromis atripectoralis
OCCH_BA2S,OCCH_BA2S_P2,2,3,Stegastes apicalis
OCCH_BA2S,OCCH_BA2S_P1,1,2,Pomacentrus chrysurus
OCCH_BA2S,OCCH_BA2S_P1,1,1,Pomacentrus wardi
OCDA_BA2D,OCDA_BA2D_P3,3,2,Pomacentrus moluccensis
OCDA_BA2D,OCDA_BA2D_P3,3,4,Chrysiptera rollandi
OCDA_BA2D,OCDA_BA2D_P2,2,2,Chrysiptera rollandi
OCCH_FL1S,OCCH_FL1S_P3,3,2,Acanthochromis polyacanthus
OCCH_FL1S,OCCH_FL1S_P2,2,1,Stegastes apicalis
OCCH_FL1S,OCCH_FL1S_P4,4,1,Pomacentrus bankanensis
OCCH_FL1S,OCCH_FL1S_P3,3,1,Dischistodus pseudochrysopoecilus
OCCH_BA1S,OCCH_BA1S_P1,1,2,Pomacentrus bankanensis
OCCH_BA1S,OCCH_BA1S_P4,4,2,Pomacentrus lepidogenys
OCDA_BA2S,OCDA_BA2S_P3,3,6,Pomacentrus brachialis
OCDA_BA2S,OCDA_BA2S_P2,2,5,Pomacentrus brachialis
OCDA_BA2S,OCDA_BA2S_P1,1,3,Pomacentrus brachialis
OCDA_BA2S,OCDA_BA2S_P2,2,8,Pomacentrus lepidogenys
OCDA_BA2S,OCDA_BA2S_P1,1,21,Pomacentrus lepidogenys
OCDA_BA2S,OCDA_BA2S_P4,4,1,Pomacentrus adelus
OCDA_BA2S,OCDA_BA2S_P1,1,12,Chromis atripectoralis
OCDA_BA2S,OCDA_BA2S_P4,4,2,Neoglyphidodon nigroris
OCCH_BA1S,OCCH_BA1S_P3,3,1,Pomacentrus brachialis
OCCH_BA1S,OCCH_BA1S_P1,1,1,Pomacentrus wardi
OCCH_BA1S,OCCH_BA1S_P4,4,1,Acanthochromis polyacanthus
OCDA_BA2S,OCDA_BA2S_P2,2,1,Neoglyphidodon nigroris
OCDA_BA2S,OCDA_BA2S_P4,4,1,Acanthochromis polyacanthus
OCDA_BA2S,OCDA_BA2S_P2,2,2,Acanthochromis polyacanthus
OCDA_BA2S,OCDA_BA2S_P1,1,2,Acanthochromis polyacanthus
OCDA_BA2S,OCDA_BA2S_P2,2,1,Amblyglyphidodon curacao
OCDA_BA2S,OCDA_BA2S_P2,2,1,Amblyglyphidodon curacao
PAPE_FR1S,PAPE_FR1S_P4,4,40,Pomacentrus moluccensis
PAPE_FR1S,PAPE_FR1S_P1,1,30,Pomacentrus moluccensis
PAPE_FR1S,PAPE_FR1S_P1,1,2,Pomacentrus wardi
PAPE_FR1S,PAPE_FR1S_P3,3,10,Neopomacentrus azysron
PAPE_FR1S,PAPE_FR1S_P1,1,1,Amblyglyphidodon curacao
PAPE_FR1S,PAPE_FR1S_P2,2,2,Pomacentrus nagasakiensis
PAPE_FR1S,PAPE_FR1S_P1,1,5,Pomacentrus lepidogenys
OCDA_FL1D,OCDA_FL1D_P3,3,5,Pomacentrus moluccensis
OCDA_FL1D,OCDA_FL1D_P4,4,2,Pomacentrus brachialis
OCDA_FL1D,OCDA_FL1D_P1,1,9,Pomacentrus brachialis
OCDA_FL1D,OCDA_FL1D_P3,3,2,Amblyglyphidodon curacao
OCDA_FL1D,OCDA_FL1D_P4,4,2,Amblyglyphidodon leucogaster
OCDA_FL1D,OCDA_FL1D_P4,4,8,Neopomacentrus azysron
OCDA_FL1D,OCDA_FL1D_P4,4,9,Pomacentrus lepidogenys
OCDA_FL1D,OCDA_FL1D_P4,4,2,Pomacentrus amboinensis
OCDA_FL1D,OCDA_FL1D_P4,4,1,Pomacentrus amboinensis
PAOR_FL1S,PAOR_FL1S_P3,3,2,Pomacentrus wardi
PAOR_FL1S,PAOR_FL1S_P1,1,2,Pomacentrus wardi
PAOR_FL1S,PAOR_FL1S_P1,1,4,Acanthochromis polyacanthus
PAOR_FL1D,PAOR_FL1D_P4,4,1,Acanthochromis polyacanthus
PAOR_FL1D,PAOR_FL1D_P2,2,1,Pomacentrus nagasakiensis
OCDA_FL1D,OCDA_FL1D_P1,1,1,Acanthochromis polyacanthus
OCDA_FL1S,OCDA_FL1S_P2,2,30,Pomacentrus lepidogenys
OCDA_FL1S,OCDA_FL1S_P4,4,4,Plectroglyphidodon leucozonus
OCDA_FL1S,OCDA_FL1S_P4,4,1,Plectroglyphidodon leucozonus
PAPE_BA2S,PAPE_BA2S_P1,1,43,Pomacentrus moluccensis
PAPE_BA2S,PAPE_BA2S_P4,4,1,Chromis atripectoralis
PAPE_BA2S,PAPE_BA2S_P4,4,1,Pomacentrus amboinensis
PAPE_BA2S,PAPE_BA2S_P2,2,2,Pomacentrus wardi
PAPE_BA2S,PAPE_BA2S_P2,2,65,Neopomacentrus azysron
OCDA_FL1S,OCDA_FL1S_P4,4,1,Amblyglyphidodon curacao
OCDA_FL1S,OCDA_FL1S_P2,2,12,Neopomacentrus azysron
OCDA_FL1S,OCDA_FL1S_P3,3,1,Stegastes apicalis
OCDA_FL1S,OCDA_FL1S_P3,3,1,Scarus frenatus
PAPE_FR1D,PAPE_FR1D_P4,4,1,Acanthochromis polyacanthus
PAPE_FR1D,PAPE_FR1D_P3,3,5,Pomacentrus wardi
PAPE_FR1D,PAPE_FR1D_P2,2,1,Pomacentrus wardi
PAPE_FR1D,PAPE_FR1D_P3,3,5,Pomacentrus moluccensis
PAPE_FR1D,PAPE_FR1D_P2,2,1,Pomacentrus spp
OCLB_BA1S,OCLB_BA1S_P2,2,4,Pomacentrus brachialis
OCLB_BA1S,OCLB_BA1S_P1,1,16,Pomacentrus brachialis
OCLB_BA1S,OCLB_BA1S_P1,1,16,Pomacentrus moluccensis
OCLB_BA1S,OCLB_BA1S_P1,1,1,Amblyglyphidodon curacao
PAPE_BA1S,PAPE_BA1S_P4,4,27,Pomacentrus moluccensis
PAPE_BA1S,PAPE_BA1S_P3,3,8,Pomacentrus wardi
PAPE_BA1S,PAPE_BA1S_P1,1,2,Pomacentrus wardi
PAPE_BA1S,PAPE_BA1S_P4,4,1,Dischistodus prosopotaenia
OCLB_BA1S,OCLB_BA1S_P1,1,3,Pomacentrus chrysurus
OCLB_FL1S,OCLB_FL1S_P4,4,2,Pomacentrus brachialis
OCLB_FL1S,OCLB_FL1S_P3,3,4,Pomacentrus brachialis
OCLB_FL1S,OCLB_FL1S_P4,4,1,Pomacentrus moluccensis
OCLB_FL1S,OCLB_FL1S_P4,4,1,Pomacentrus moluccensis
OCLB_FL1S,OCLB_FL1S_P4,4,1,Pomacentrus moluccensis
OCLB_FL1S,OCLB_FL1S_P2,2,1,Pomacentrus moluccensis
OCLB_FL1S,OCLB_FL1S_P1,1,36,Pomacentrus moluccensis
PAPE_BA1S,PAPE_BA1S_P3,3,2,Pomacanthus spp
PAPE_BA1D,PAPE_BA1D_P1,1,9,Stegastes apicalis
PAPE_BA1D,PAPE_BA1D_P3,3,2,Pomacentrus amboinensis
PAPE_BA1D,PAPE_BA1D_P2,2,2,Pomacentrus amboinensis
OCLB_FL1S,OCLB_FL1S_P2,2,10,Pomacentrus lepidogenys
OCLB_FL1S,OCLB_FL1S_P2,2,1,Pomacentrus wardi
OCLB_FL1S,OCLB_FL1S_P2,2,1,Amblyglyphidodon curacao
OCLB_FL1S,OCLB_FL1S_P1,1,2,Amblyglyphidodon leucogaster
OCLB_FL1S,OCLB_FL1S_P3,3,1,Chrysiptera rollandi
OCLB_FL1S,OCLB_FL1S_P3,3,1,Dischistodus melanotus
OCLB_FL1S,OCLB_FL1S_P2,2,17,Neopomacentrus azysron
PAPE_BA1D,PAPE_BA1D_P2,2,12,Pomacentrus spp
PAPE_BA2D,PAPE_BA2D_P3,3,9,Pomacentrus nagasakiensis
PAPE_BA2D,PAPE_BA2D_P1,1,1,Amblyglyphidodon curacao
PAPE_BA2D,PAPE_BA2D_P4,4,3,Pomacentrus moluccensis
PAPE_BA2D,PAPE_BA2D_P4,4,1,Neopomacentrus azysron
PAPE_BA2D,PAPE_BA2D_P3,3,2,Pomacentrus chrysurus
PAPE_BA2D,PAPE_BA2D_P1,1,6,Chrysiptera rollandi
PAPE_BA2D,PAPE_BA2D_P4,4,2,Pomacentrus amboinensis
PAPE_BA2D,PAPE_BA2D_P3,3,19,Pomacentrus spp
PAPE_BA2D,PAPE_BA2D_P2,2,2,Pomacentrus spp
OCLB_LA1S,OCLB_LA1S_P4,4,3,Dischistodus melanotus
OCLB_LA1S,OCLB_LA1S_P2,2,2,Dischistodus melanotus
OCLB_LA1S,OCLB_LA1S_P2,2,6,Chrysiptera rollandi
OCLB_LA1S,OCLB_LA1S_P4,4,5,Acanthochromis polyacanthus
OCLB_LA1S,OCLB_LA1S_P3,3,1,Neoglyphidodon polyacanthus
PAPE_BA2D,PAPE_BA2D_P4,4,1,Pomacentrus adelus
OCDA_FR2D,OCDA_FR2D_P4,4,2,Amblyglyphidodon curacao
OCDA_FR2D,OCDA_FR2D_P4,4,5,Pomacentrus moluccensis
OCDA_FR2D,OCDA_FR2D_P2,2,7,Pomacentrus moluccensis
OCDA_FR2D,OCDA_FR2D_P1,1,11,Pomacentrus moluccensis
OCDA_FR2D,OCDA_FR2D_P4,4,3,Pomacentrus moluccensis
OCLB_LA1S,OCLB_LA1S_P1,1,6,Abudefduf bengalensis
OCLB_LA1S,OCLB_LA1S_P2,2,1,Amblyglyphidodon curacao
OCDA_LA1S,OCDA_LA1S_P4,4,2,Dischistodus melanotus
OCDA_FR2D,OCDA_FR2D_P2,2,4,Pomacentrus amboinensis
OCDA_FR2D,OCDA_FR2D_P1,1,4,Pomacentrus amboinensis
OCDA_FR2D,OCDA_FR2D_P1,1,23,Pomacentrus brachialis
OCDA_FR2D,OCDA_FR2D_P2,2,6,Dascyllus reticulatus
OCDA_FR2D,OCDA_FR2D_P2,2,45,Chromis ternatensis
OCDA_LA1S,OCDA_LA1S_P2,2,1,Dascyllus aruanus
OCDA_LA1S,OCDA_LA1S_P4,4,2,Pomacentrus moluccensis
OCDA_LA1S,OCDA_LA1S_P4,4,1,Neoglyphidodon polyacanthus
OCDA_LA1S,OCDA_LA1S_P1,1,1,Neoglyphidodon melas
OCDA_FR2S,OCDA_FR2S_P4,4,3,Pomacentrus moluccensis
OCDA_FR2S,OCDA_FR2S_P4,4,3,Pomacentrus moluccensis
OCDA_FR2S,OCDA_FR2S_P3,3,4,Pomacentrus moluccensis
OCDA_FR2S,OCDA_FR2S_P2,2,31,Pomacentrus lepidogenys
OCDA_FR2S,OCDA_FR2S_P1,1,6,Pomacentrus brachialis
OCDA_LA2S,OCDA_LA2S_P4,4,1,Pomacentrus moluccensis
OCDA_LA2S,OCDA_LA2S_P4,4,1,Pomacentrus adelus
OCDA_LA2S,OCDA_LA2S_P3,3,1,Pomacentrus brachialis
OCDA_LA2S,OCDA_LA2S_P4,4,8,Chrysiptera rollandi
OCDA_LA2S,OCDA_LA2S_P1,1,1,Chrysiptera rollandi
OCDA_LA2S,OCDA_LA2S_P3,3,3,Amblyglyphidodon curacao
OCDA_LA2S,OCDA_LA2S_P2,2,5,Amblyglyphidodon leucogaster
OCDA_LA2S,OCDA_LA2S_P3,3,2,Neoglyphidodon polyacanthus
OCDA_LA2S,OCDA_LA2S_P2,2,1,Neoglyphidodon polyacanthus
OCDA_FR2S,OCDA_FR2S_P2,2,1,Amblyglyphidodon curacao
OCDA_FR2S,OCDA_FR2S_P2,2,4,Dascyllus reticulatus
OCDA_FR1D,OCDA_FR1D_P2,2,5,Pomacentrus moluccensis
OCDA_FR1D,OCDA_FR1D_P1,1,4,Pomacentrus moluccensis
OCDA_FR1D,OCDA_FR1D_P2,2,2,Pomacentrus brachialis
OCDA_FR1D,OCDA_FR1D_P1,1,1,Stegastes apicalis
OCDA_FR1D,OCDA_FR1D_P1,1,3,Amblyglyphidodon curacao
OCDA_LA2S,OCDA_LA2S_P1,1,1,Dascyllus aruanus
OCDA_BA1D,OCDA_BA1D_P4,4,40,Pomacentrus moluccensis
OCDA_BA1D,OCDA_BA1D_P4,4,12,Pomacentrus brachialis
OCDA_BA1D,OCDA_BA1D_P2,2,13,Pomacentrus brachialis
OCDA_BA1D,OCDA_BA1D_P4,4,7,Amblyglyphidodon curacao
ONLI_FR1S,ONLI_FR1S_P4,4,1,Pomacentrus adelus
ONLI_FR1S,ONLI_FR1S_P3,3,4,Acanthochromis polyacanthus
ONLI_FR1S,ONLI_FR1S_P3,3,1,Pomacentrus vaiuli
ONLI_FR1S,ONLI_FR1S_P3,3,1,Pseudocheilinus hexataenia
ONLI_FR1S,ONLI_FR1S_P2,2,4,Dascyllus reticulatus
ONLI_FR1S,ONLI_FR1S_P2,2,2,Neopomacentrus azysron
ONLI_FR1S,ONLI_FR1S_P1,1,3,Chromis xanthura
TSDU_LA1S,TSDU_LA1S_P1,1,2,Pomacentrus brachialis
TSDU_LA1S,TSDU_LA1S_P3,3,1,Pomacentrus amboinensis
TSDU_LA1S,TSDU_LA1S_P2,2,1,Acanthochromis polyacanthus
TSDU_FR2S,TSDU_FR2S_P4,4,1,Cirrhilabrus punctatus
TSDU_FR2S,TSDU_FR2S_P3,3,5,Halichoeres melanurus
ONLI_FL1S,ONLI_FL1S_P4,4,5,Pomacentrus imitator
ONLI_FL1S,ONLI_FL1S_P4,4,10,Neopomacentrus azysron
ONLI_FL1S,ONLI_FL1S_P4,4,5,Pomacentrus adelus
ONLI_FL1S,ONLI_FL1S_P3,3,1,Dascyllus reticulatus
ONLI_FL1S,ONLI_FL1S_P2,2,7,Chrysiptera rollandi
ONLI_FL1S,ONLI_FL1S_P2,2,2,Chrysiptera rollandi
ONLI_FL1S,ONLI_FL1S_P1,1,4,Pomacentrus brachialis
TSDU_BA3S,TSDU_BA3S_P3,3,2,Pomacentrus moluccensis
TSDU_BA3S,TSDU_BA3S_P1,1,2,Halichoeres melanurus
TSDU_BA3S,TSDU_BA3S_P1,1,1,Halichoeres melanurus
TSDU_BA3S,TSDU_BA3S_P1,1,1,Cephalopholis boenak
TSDU_BA1S,TSDU_BA1S_P3,3,14,Pomacentrus moluccensis
TSDU_BA1S,TSDU_BA1S_P2,2,5,Pomacentrus adelus
TSDU_BA1S,TSDU_BA1S_P2,2,4,Chrysiptera rollandi
TSDU_BA2S,TSDU_BA2S_P4,4,4,Pomacentrus amboinensis
TSDU_BA2S,TSDU_BA2S_P4,4,1,Coris batuensis
TSDU_BA2S,TSDU_BA2S_P3,3,6,Pomacentrus adelus
TSDU_BA2S,TSDU_BA2S_P2,2,1,Pomacentrus brachialis
TSDU_BA2S,TSDU_BA2S_P2,2,4,Pomacentrus wardi
TSDU_BA2S,TSDU_BA2S_P2,2,1,Pomacentrus coelestis
TSDU_BA2S,TSDU_BA2S_P1,1,9,Cirrhilabrus punctatus
ONLI_FR2S,ONLI_FR2S_P1,1,1,Amblyglyphidodon leucogaster
ONLI_FR2S,ONLI_FR2S_P1,1,1,Pomacentrus imitator
ONLI_FR2S,ONLI_FR2S_P3,3,19,Pomacentrus moluccensis
ONLI_FR2S,ONLI_FR2S_P3,3,1,Amblyglyphidodon curacao
ONLI_FR2S,ONLI_FR2S_P3,3,10,Pomacentrus lepidogenys
ONLI_FR2S,ONLI_FR2S_P2,2,5,Plectroglyphidodon lacrymatus
ONLI_FR2S,ONLI_FR2S_P2,2,1,Pomacentrus moluccensis
ONLI_FR2S,ONLI_FR2S_P2,2,1,Dascyllus reticulatus
ONLI_FR2S,ONLI_FR2S_P3,3,1,Neoniphon sammara
ONLI_FR2S,ONLI_FR2S_P3,3,1,Epibulus insidiator
ONLI_FR2S,ONLI_FR2S_P3,3,2,Thalassoma hardwicke
TSAU_FR2D,TSAU_FR2D_P3,3,2,Halichoeres melanurus
TSAU_FR2D,TSAU_FR2D_P3,3,1,Halichoeres melanurus
TSAU_FR2D,TSAU_FR2D_P3,3,5,Pomacentrus amboinensis
TSAU_FR2D,TSAU_FR2D_P3,3,4,Pomacentrus amboinensis
TSAU_FR2D,TSAU_FR2D_P3,3,2,Pomacentrus adelus
TSAU_FR2D,TSAU_FR2D_P3,3,10,Pomacentrus imitator
TSAU_FR2D,TSAU_FR2D_P3,3,1,Stethojulis strigiventer
TSAU_FR2D,TSAU_FR2D_P2,2,1,Stegastes spp
TSAU_FR2D,TSAU_FR2D_P1,1,20,Pomacentrus imitator
TSAU_FR2D,TSAU_FR2D_P1,1,50,Cirrhilabrus punctatus
TSAU_FR2D,TSAU_FR2D_P1,1,1,Coris batuensis
TSAU_FR1S,TSAU_FR1S_P4,4,1,Amblyglyphidodon curacao
TSAU_FR1S,TSAU_FR1S_P4,4,1,Halichoeres melanurus
TSAU_FR1S,TSAU_FR1S_P3,3,5,Pomacentrus adelus
TSAU_FR1S,TSAU_FR1S_P3,3,5,Neopomacentrus azysron
TSAU_FR1S,TSAU_FR1S_P3,3,1,Labroides dimidiatus
TSAU_FR1S,TSAU_FR1S_P2,2,1,Pomacentrus amboinensis
TSAU_FR1S,TSAU_FR1S_P1,1,1,Amblyglyphidodon leucogaster
TSAU_FR1S,TSAU_FR1S_P1,1,15,Pomacentrus moluccensis
TSAU_BA2S,TSAU_BA2S_P4,4,2,Bodianus mesothorax
TSMA_BA2S,TSMA_BA2S_P1,1,9,Pomacentrus brachialis
TSMA_BA2S,TSMA_BA2S_P1,1,6,Pomacentrus adelus
TSMA_BA2S,TSMA_BA2S_P2,2,6,Pomacentrus brachialis
TSMA_BA2S,TSMA_BA2S_P2,2,1,Neoglyphidodon melas
TSMA_BA2S,TSMA_BA2S_P2,2,48,Pomacentrus moluccensis
TSMA_BA2S,TSMA_BA2S_P3,3,3,Chrysiptera rollandi
TSMA_BA2S,TSMA_BA2S_P3,3,19,Pomacentrus moluccensis
TSMA_BA2S,TSMA_BA2S_P3,3,4,Acanthochromis polyacanthus
TSMA_BA2S,TSMA_BA2S_P4,4,5,Pomacentrus brachialis
TSMA_BA2S,TSMA_BA2S_P4,4,6,Amblyglyphidodon curacao
TSMA_BA2S,TSMA_BA2S_P4,4,25,Pomacentrus moluccensis
TSMA_BA2S,TSMA_BA2S_P4,4,6,Chrysiptera rollandi
TSMA_BA2S,TSMA_BA2S_P4,4,8,Pomacentrus adelus
TSMA_BA2S,TSMA_BA2S_P4,4,17,Cheilodipterus quinquelineatus
TSAU_FR2S,TSAU_FR2S_P4,4,1,Halichoeres chloropterus
TSAU_FR2S,TSAU_FR2S_P3,3,19,Pomacentrus adelus
TSAU_FR2S,TSAU_FR2S_P3,3,2,Coris batuensis
TSAU_FR2S,TSAU_FR2S_P2,2,4,Chrysiptera talboti
TSAU_FR2S,TSAU_FR2S_P2,2,3,Chrysiptera rollandi
TSAU_FR2S,TSAU_FR2S_P1,1,3,Pomacentrus lepidogenys
TSDU_FR1S,TSDU_FR1S_P2,2,1,Acanthochromis polyacanthus
TSAU_FL1S,TSAU_FL1S_P4,4,1,Pomacentrus vaiuli
TSAU_FL1S,TSAU_FL1S_P3,3,4,Halichoeres melanurus
TSAU_FL1S,TSAU_FL1S_P3,3,2,Pomacentrus vaiuli
TSAU_FL1S,TSAU_FL1S_P3,3,2,Pomacentrus lepidogenys
TSAU_FL1S,TSAU_FL1S_P2,2,2,Halichoeres spp
TSAU_FL1S,TSAU_FL1S_P1,1,10,Pomacentrus imitator
TSAU_BA2S,TSAU_BA2S_P4,4,1,Cephalopholis cyanostigma
TSAU_BA2S,TSAU_BA2S_P3,3,20,Pomacentrus moluccensis
TSAU_BA2S,TSAU_BA2S_P2,2,3,Halichoeres melanurus
TSAU_BA2S,TSAU_BA2S_P2,2,5,Cirrhilabrus punctatus
TSAU_BA2S,TSAU_BA2S_P1,1,10,Pomacentrus lepidogenys
TSAU_BA2S,TSAU_BA2S_P1,1,11,Pomacentrus amboinensis
TSAU_BA2S,TSAU_BA2S_P1,1,5,Pomacentrus adelus
TSAU_BA2S,TSAU_BA2S_P1,1,1,Stethojulis strigiventer
TSAU_BA1S,TSAU_BA1S_P4,4,15,Pomacentrus moluccensis
TSAU_BA1S,TSAU_BA1S_P4,4,5,Pomacentrus adelus
TSAU_BA1S,TSAU_BA1S_P4,4,10,Chrysiptera rollandi
TSAU_BA1S,TSAU_BA1S_P4,4,5,Cirrhilabrus punctatus
TSAU_BA1S,TSAU_BA1S_P2,2,1,Halichoeres melanurus
TSAU_BA1S,TSAU_BA1S_P1,1,20,Neopomacentrus azysron
TSAU_BA1S,TSAU_BA1S_P1,1,8,Chrysiptera rollandi
TSMA_FR1D,TSMA_FR1D_P4,4,9,Cirrhilabrus punctatus
TSMA_FR1D,TSMA_FR1D_P4,4,18,Pomacentrus moluccensis
TSMA_FR1D,TSMA_FR1D_P4,4,1,Neoglyphidodon melas
TSMA_FR1D,TSMA_FR1D_P3,3,5,Pomacentrus imitator
TSMA_FR1D,TSMA_FR1D_P3,3,2,Halichoeres melanurus
TSMA_FR1D,TSMA_FR1D_P2,2,16,Pomacentrus brachialis
TSMA_FR1D,TSMA_FR1D_P2,2,21,Pomacentrus amboinensis
TSMA_FR1D,TSMA_FR1D_P2,2,1,Valenciennea strigata
TSMA_FR1D,TSMA_FR1D_P2,2,1,Cephalopholis boenak
TSMA_FR1D,TSMA_FR1D_P1,1,10,Pomacentrus amboinensis
TSMA_FR1S,TSMA_FR1S_P4,4,15,Pomacentrus moluccensis
TSMA_FR1S,TSMA_FR1S_P4,4,2,Cephalopholis boenak
TSMA_FR1S,TSMA_FR1S_P2,2,13,Neopomacentrus azysron
TSMA_FR1S,TSMA_FR1S_P2,2,7,Pomacentrus imitator
TSMA_FR1S,TSMA_FR1S_P1,1,2,Chrysiptera rollandi
TSMA_FR2D,TSMA_FR2D_P4,4,8,Pomacentrus brachialis
TSMA_FR2D,TSMA_FR2D_P2,2,6,Chrysiptera rollandi
TSMA_FR2D,TSMA_FR2D_P1,1,6,Pomacentrus brachialis
TSMA_FR2D,TSMA_FR2D_P1,1,6,Pomacentrus amboinensis
TSMA_FR2D,TSMA_FR2D_P1,1,1,Halichoeres melanurus
TSMA_FR2S,TSMA_FR2S_P4,4,10,Pomacentrus moluccensis
TSMA_FR2S,TSMA_FR2S_P3,3,9,Pomacentrus brachialis
TSMA_FR2S,TSMA_FR2S_P3,3,4,Pomacentrus adelus
TSMA_FR2S,TSMA_FR2S_P2,2,10,Pomacentrus amboinensis
TSMA_FR2S,TSMA_FR2S_P2,2,8,Pomacentrus amboinensis
TSMA_FR2S,TSMA_FR2S_P2,2,20,Pomacentrus moluccensis
TSMA_FR2S,TSMA_FR2S_P1,1,8,Pomacentrus amboinensis
TSMA_BA1D,TSMA_BA1D_P4,4,7,Neopomacentrus cyanomos
TSMA_BA1D,TSMA_BA1D_P3,3,5,Chrysiptera rollandi
TSMA_BA1D,TSMA_BA1D_P3,3,1,Halichoeres melanurus
TSMA_BA1D,TSMA_BA1D_P3,3,1,Halichoeres melanurus
TSMA_BA1D,TSMA_BA1D_P2,2,3,Pomacentrus imitator
TSMA_BA1D,TSMA_BA1D_P2,2,9,Pomacentrus imitator
TSMA_BA1D,TSMA_BA1D_P2,2,1,Halichoeres melanurus
TSMA_BA1D,TSMA_BA1D_P1,1,1,Cephalopholis boenak
TSMA_BA1S,TSMA_BA1S_P4,4,3,Halichoeres melanurus
TSMA_BA1S,TSMA_BA1S_P3,3,5,Pomacentrus adelus
TSMA_BA1S,TSMA_BA1S_P2,2,7,Pomacentrus adelus
TSMA_BA1S,TSMA_BA1S_P2,2,4,Pomacentrus brachialis
TSMA_BA1S,TSMA_BA1S_P2,2,3,Amblyglyphidodon curacao
TSMA_BA1S,TSMA_BA1S_P1,1,3,Pomacentrus brachialis
TSMA_BA1S,TSMA_BA1S_P1,1,1,Chromis atripectoralis
TSMA_BA1S,TSMA_BA1S_P1,1,5,Chrysiptera rollandi
TSMA_BA2D,TSMA_BA2D_P1,1,8,Chrysiptera rollandi
TSMA_BA2D,TSMA_BA2D_P1,1,1,Halichoeres melanurus
TSMA_BA2D,TSMA_BA2D_P2,2,2,Halichoeres melanurus
TSMA_BA2D,TSMA_BA2D_P2,2,5,Pomacentrus brachialis
TSMA_BA2D,TSMA_BA2D_P2,2,3,Pomacentrus amboinensis
TSMA_BA2D,TSMA_BA2D_P3,3,6,Pomacentrus brachialis
TSMA_BA2D,TSMA_BA2D_P3,3,3,Pomacentrus adelus
TSMA_BA2D,TSMA_BA2D_P4,4,5,Pomacentrus imitator
TSMA_BA2D,TSMA_BA2D_P4,4,1,Pomacentrus imitator
TSMA_BA2D,TSMA_BA2D_P4,4,2,Pomacentrus adelus
TSMA_LA1S,TSMA_LA1S_P4,4,5,Chromis ternatensis
TSMA_LA1S,TSMA_LA1S_P4,4,3,Chrysiptera rollandi
TSMA_LA1S,TSMA_LA1S_P3,3,6,Chromis atripectoralis
TSMA_LA1S,TSMA_LA1S_P2,2,2,Acanthochromis polyacanthus
TSMA_LA1S,TSMA_LA1S_P1,1,10,Pomacentrus amboinensis
TSMA_LA1S,TSMA_LA1S_P1,1,6,Neopomacentrus azysron
TSMA_FL1S,TSMA_FL1S_P4,4,2,Amblyglyphidodon curacao
TSMA_FL1S,TSMA_FL1S_P1,1,103,Neopomacentrus azysron
TSAU_FR2S,TSAU_FR2S_P4,4,3,Pomacentrus imitator
TSAU_FR2S,TSAU_FR2S_P4,4,5,Chrysiptera rollandi
TSAU_FR2S,TSAU_FR2S_P2,2,7,Pomacentrus moluccensis
TSAU_FR2S,TSAU_FR2S_P2,2,2,Chromis viridis
CBHE_FR2D,CBHE_FR2D_P4,4,2,Amblyglyphidodon curacao
CBHE_FR2D,CBHE_FR2D_P3,3,6,Pomacentrus moluccensis
CBHE_FR2D,CBHE_FR2D_P3,3,1,Pomacentrus amboinensis
CBHE_FR2D,CBHE_FR2D_P3,3,1,Stegastes apicalis
CBHE_FR2D,CBHE_FR2D_P3,3,1,Labroides dimidiatus
CBHE_FR2D,CBHE_FR2D_P2,2,11,Pomacentrus moluccensis
CBHE_FR2D,CBHE_FR2D_P2,2,2,Pomacentrus amboinensis
CBHE_FR2D,CBHE_FR2D_P1,1,3,Pomacentrus brachialis
CBHE_FR2D,CBHE_FR2D_P1,1,1,Thalassoma lunare
CBHE_FR2D,CBHE_FR2D_P1,1,1,Labropsis australis
CBHE_BA1S,CBHE_BA1S_P1,1,9,Pomacentrus moluccensis
CBHE_BA1S,CBHE_BA1S_P1,1,5,Pomacentrus coelestis
CBHE_BA1S,CBHE_BA1S_P1,1,1,Pomacentrus wardi
CBHE_FR2S,CBHE_FR2S_P4,4,14,Pomacentrus lepidogenys
CBHE_FR2S,CBHE_FR2S_P4,4,1,Pomacentrus wardi
CBHE_FR2S,CBHE_FR2S_P4,4,1,Halichoeres melanurus
CBHE_FR2S,CBHE_FR2S_P3,3,1,Halichoeres melanurus
CBHE_BA2D,CBHE_BA2D_P4,4,7,Pomacentrus brachialis
CBHE_BA2D,CBHE_BA2D_P4,4,2,Pomacentrus amboinensis
CBHE_BA2D,CBHE_BA2D_P4,4,2,Amblyglyphidodon curacao
CBHE_BA2D,CBHE_BA2D_P4,4,20,Chromis nitida
CBHE_BA2D,CBHE_BA2D_P3,3,3,Amblyglyphidodon curacao
CBHE_BA2D,CBHE_BA2D_P3,3,11,Amblyglyphidodon curacao
